,position,team,lat,lon,dtf,dist_mg,status,datetime,race
190,4,PSP Logistics,43.3756,-177.2416,2386.78,101,racing,4/10/18 11:00,pacific
191,5,Dare To Lead,43.2868,-177.3053,2392.79,86,racing,4/10/18 11:00,pacific
192,6,Nasdaq,44.2218,-178.6344,2397.46,107,racing,4/10/18 11:00,pacific
193,7,Hotelplanner.com,43.7344,-178.2971,2400.03,88,racing,4/10/18 11:00,pacific
194,8,Garmin,43.7645,-178.6638,2411.81,94,racing,4/10/18 11:00,pacific
195,9,Visit Seattle,44.6778,179.7169,2458.87,99,racing,4/10/18 11:00,pacific
196,10,Liverpool 2018,43.2422,179.186,2508.22,73,racing,4/10/18 11:00,pacific
197,11,GREAT Britain,44.1594,176.8501,2585.23,90,racing,4/10/18 11:00,pacific
198,1,Sanya Serenity Coast,44.4542,-175.5405,2259.43,100,racing,4/10/18 12:00,pacific
199,2,Qingdao,44.2374,-175.6409,2265.68,119,racing,4/10/18 12:00,pacific
200,3,Unicef,43.7397,-176.4523,2353.71,102,racing,4/10/18 12:00,pacific
201,4,PSP Logistics,43.3398,-177.102,2385.96,102,racing,4/10/18 12:00,pacific
202,5,Nasdaq,44.1992,-178.4409,2390.46,103,racing,4/10/18 12:00,pacific
203,6,Dare To Lead,43.25,-177.2168,2393.0,79,racing,4/10/18 12:00,pacific
204,7,Hotelplanner.com,43.737,-178.1431,2394.77,84,racing,4/10/18 12:00,pacific
205,8,Garmin,43.7221,-178.4853,2406.96,92,racing,4/10/18 12:00,pacific
206,9,Visit Seattle,44.6782,179.9634,2448.44,98,racing,4/10/18 12:00,pacific
207,10,Liverpool 2018,43.2434,179.3863,2500.53,73,racing,4/10/18 12:00,pacific
208,11,GREAT Britain,44.0904,177.023,2578.84,89,racing,4/10/18 12:00,pacific
209,1,Sanya Serenity Coast,44.5651,-175.3985,2252.54,96,racing,4/10/18 13:00,pacific
210,2,Qingdao,44.3406,-175.4872,2258.16,117,racing,4/10/18 13:00,pacific
211,3,Unicef,43.7288,-176.2733,2352.81,98,racing,4/10/18 13:00,pacific
212,4,Nasdaq,44.1737,-178.2274,2382.96,100,racing,4/10/18 13:00,pacific
213,5,PSP Logistics,43.318,-176.9575,2384.66,96,racing,4/10/18 13:00,pacific
214,6,Hotelplanner.com,43.7363,-177.9537,2388.65,83,racing,4/10/18 13:00,pacific
215,7,Dare To Lead,43.2168,-177.0769,2392.26,75,racing,4/10/18 13:00,pacific
216,8,Garmin,43.6842,-178.3108,2402.38,90,racing,4/10/18 13:00,pacific
217,9,Visit Seattle,44.6626,-179.8226,2439.54,97,racing,4/10/18 13:00,pacific
218,10,Liverpool 2018,43.241,179.6017,2492.46,75,racing,4/10/18 13:00,pacific
219,11,GREAT Britain,44.0442,177.2092,2571.65,89,racing,4/10/18 13:00,pacific
220,1,Sanya Serenity Coast,44.6747,-175.2602,2245.91,93,racing,4/10/18 14:00,pacific
221,2,Qingdao,44.4634,-175.3321,2250.51,114,racing,4/10/18 14:00,pacific
222,3,Unicef,43.7082,-176.11,2353.29,93,racing,4/10/18 14:00,pacific
223,4,Nasdaq,44.1605,-177.9944,2374.65,98,racing,4/10/18 14:00,pacific
224,5,Hotelplanner.com,43.7333,-177.749,2382.43,82,racing,4/10/18 14:00,pacific
225,6,PSP Logistics,43.2977,-176.8185,2383.69,90,racing,4/10/18 14:00,pacific
226,7,Dare To Lead,43.2005,-176.945,2391.04,70,racing,4/10/18 14:00,pacific
227,8,Garmin,43.6461,-178.1154,2397.48,87,racing,4/10/18 14:00,pacific
228,9,Visit Seattle,44.6232,-179.5858,2429.93,98,racing,4/10/18 14:00,pacific
229,10,Liverpool 2018,43.2408,179.8132,2484.56,77,racing,4/10/18 14:00,pacific
230,11,GREAT Britain,44.0229,177.3964,2564.11,87,racing,4/10/18 14:00,pacific
231,1,Sanya Serenity Coast,44.8007,-175.1507,2240.54,89,racing,4/10/18 15:00,pacific
232,2,Qingdao,44.6068,-175.2202,2244.67,111,racing,4/10/18 15:00,pacific
233,3,Unicef,43.7003,-175.9768,2353.64,88,racing,4/10/18 15:00,pacific
234,4,Nasdaq,44.1736,-177.7514,2365.42,98,racing,4/10/18 15:00,pacific
235,5,Hotelplanner.com,43.7388,-177.523,2375.61,83,racing,4/10/18 15:00,pacific
236,6,PSP Logistics,43.2689,-176.6527,2383.24,86,racing,4/10/18 15:00,pacific
237,7,Dare To Lead,43.2209,-176.8017,2387.84,67,racing,4/10/18 15:00,pacific
238,8,Garmin,43.6131,-177.9006,2392.19,86,racing,4/10/18 15:00,pacific
239,9,Visit Seattle,44.5772,-179.3608,2420.98,98,racing,4/10/18 15:00,pacific
240,10,Liverpool 2018,43.2647,-179.9768,2476.03,77,racing,4/10/18 15:00,pacific
241,11,GREAT Britain,44.0116,177.5808,2556.57,87,racing,4/10/18 15:00,pacific
242,1,Sanya Serenity Coast,44.8385,-175.0008,2233.99,85,racing,4/10/18 16:00,pacific
243,2,Qingdao,44.5903,-175.0588,2237.94,105,racing,4/10/18 16:00,pacific
244,3,Unicef,43.7292,-175.8332,2352.23,84,racing,4/10/18 16:00,pacific
245,4,Nasdaq,44.1728,-177.5454,2358.25,96,racing,4/10/18 16:00,pacific
246,5,Hotelplanner.com,43.7628,-177.3127,2368.81,82,racing,4/10/18 16:00,pacific
247,6,Dare To Lead,43.2827,-176.6424,2382.33,64,racing,4/10/18 16:00,pacific
248,7,PSP Logistics,43.2432,-176.4892,2383.14,82,racing,4/10/18 16:00,pacific
249,8,Garmin,43.6085,-177.6849,2386.11,86,racing,4/10/18 16:00,pacific
250,9,Visit Seattle,44.5346,-179.1488,2412.64,100,racing,4/10/18 16:00,pacific
251,10,Liverpool 2018,43.2931,-179.7846,2468.06,77,racing,4/10/18 16:00,pacific
252,11,GREAT Britain,44.0228,177.7566,2549.06,86,racing,4/10/18 16:00,pacific
253,1,Sanya Serenity Coast,44.8139,-174.8145,2226.21,81,racing,4/10/18 17:00,pacific
254,2,Qingdao,44.5489,-174.8755,2230.47,98,racing,4/10/18 17:00,pacific
255,3,Unicef,43.7898,-175.675,2272.49,82,racing,4/10/18 17:00,pacific
256,4,Nasdaq,44.1315,-177.3708,2354.06,93,racing,4/10/18 17:00,pacific
257,5,Hotelplanner.com,43.8259,-177.1178,2360.84,82,racing,4/10/18 17:00,pacific
258,6,Dare To Lead,43.3085,-176.4899,2379.3,65,racing,4/10/18 17:00,pacific
259,7,Garmin,43.6096,-177.4633,2380.08,87,racing,4/10/18 17:00,pacific
260,8,PSP Logistics,43.2294,-176.3194,2382.77,79,racing,4/10/18 17:00,pacific
261,9,Visit Seattle,44.5046,-178.9555,2405.03,101,racing,4/10/18 17:00,pacific
262,10,Liverpool 2018,43.3266,-179.5899,2459.88,80,racing,4/10/18 17:00,pacific
263,11,GREAT Britain,44.0398,177.94,2541.14,85,racing,4/10/18 17:00,pacific
264,1,Sanya Serenity Coast,44.7943,-174.6049,2217.42,78,racing,4/10/18 18:00,pacific
265,2,Qingdao,44.5074,-174.6894,2222.9,93,racing,4/10/18 18:00,pacific
266,3,Unicef,43.8417,-175.4924,2264.08,80,racing,4/10/18 18:00,pacific
267,4,Nasdaq,44.1255,-177.1647,2347.98,92,racing,4/10/18 18:00,pacific
268,5,Hotelplanner.com,43.8374,-176.9008,2355.37,84,racing,4/10/18 18:00,pacific
269,6,Garmin,43.625,-177.2428,2373.89,88,racing,4/10/18 18:00,pacific
270,7,Dare To Lead,43.3045,-176.2869,2378.12,67,racing,4/10/18 18:00,pacific
271,8,PSP Logistics,43.2474,-176.1124,2380.92,78,racing,4/10/18 18:00,pacific
272,9,Visit Seattle,44.4952,-178.7512,2396.72,103,racing,4/10/18 18:00,pacific
273,10,Liverpool 2018,43.3864,-179.3781,2450.24,87,racing,4/10/18 18:00,pacific
274,11,GREAT Britain,44.0823,178.139,2532.2,86,racing,4/10/18 18:00,pacific
275,1,Sanya Serenity Coast,44.7852,-174.3844,2208.12,77,racing,4/10/18 19:00,pacific
276,2,Qingdao,44.4659,-174.4952,2215.0,89,racing,4/10/18 19:00,pacific
277,3,Unicef,43.8668,-175.2616,2254.01,80,racing,4/10/18 19:00,pacific
278,4,Nasdaq,44.1174,-176.9603,2342.65,93,racing,4/10/18 19:00,pacific
279,5,Hotelplanner.com,43.8688,-176.6782,2349.48,86,racing,4/10/18 19:00,pacific
280,6,Garmin,43.6446,-177.0393,2368.4,89,racing,4/10/18 19:00,pacific
281,7,Dare To Lead,43.314,-176.0838,2376.87,70,racing,4/10/18 19:00,pacific
282,8,PSP Logistics,43.2571,-175.9078,2380.29,78,racing,4/10/18 19:00,pacific
283,9,Visit Seattle,44.4947,-178.5501,2388.46,102,racing,4/10/18 19:00,pacific
284,9,Visit Seattle,44.4947,-178.5501,2388.46,92,racing,4/10/18 19:00,pacific
285,10,Liverpool 2018,43.4554,-179.1645,2440.24,94,racing,4/10/18 19:00,pacific
