,index,position,team,lat,lon,dtf,dif,dist_mg,last_report,status,finish_time,datetime
5627,4,5,Garmin,18.36476,-75.16274,1361.69,1361.69,81,07 June 2018 09.00 (UTC),racing,,2018-06-07 09:00:00
6151,5,6,Garmin,18.49398,-75.08585,1352.96,1352.96,85,07 June 2018 10.00 (UTC),racing,,2018-06-07 10:00:00
13384,5,6,Garmin,18.57917,-75.00225,1345.98,1345.98,89,07 June 2018 11.00 (UTC),racing,,2018-06-07 11:00:00
9882,4,5,Garmin,18.65485,-74.92376999999999,1339.63,1339.63,87,07 June 2018 12.00 (UTC),racing,,2018-06-07 12:00:00
1466,3,4,Garmin,18.72774,-74.84871,1333.53,1333.53,85,07 June 2018 13.00 (UTC),racing,,2018-06-07 13:00:00
14052,3,4,Garmin,18.78899,-74.8014,1328.99,1328.99,80,07 June 2018 14.00 (UTC),racing,,2018-06-07 14:00:00
5000,3,4,Garmin,18.82573,-74.76695,1326.04,1326.04,74,07 June 2018 15.00 (UTC),racing,,2018-06-07 15:00:00
2880,3,4,Garmin,18.8522,-74.71011,1322.73,1322.73,67,07 June 2018 16.00 (UTC),racing,,2018-06-07 16:00:00
8944,4,5,Garmin,18.92326,-74.68627,1318.62,1318.62,62,07 June 2018 17.00 (UTC),racing,,2018-06-07 17:00:00
12398,5,6,Garmin,18.956670000000003,-74.66496,1316.32,1316.32,55,07 June 2018 18.00 (UTC),racing,,2018-06-07 18:00:00
7161,6,7,Garmin,18.9694,-74.64811999999999,1315.12,1315.12,46,07 June 2018 19.00 (UTC),racing,,2018-06-07 19:00:00
10241,6,7,Garmin,18.98498,-74.65120999999999,1314.54,1314.54,38,07 June 2018 20.00 (UTC),racing,,2018-06-07 20:00:00
1080,6,7,Garmin,19.00115,-74.63094,1313.05,1313.05,32,07 June 2018 21.00 (UTC),racing,,2018-06-07 21:00:00
6719,6,7,Garmin,19.050629999999998,-74.54128,1307.46,1307.46,32,07 June 2018 22.00 (UTC),racing,,2018-06-07 22:00:00
12833,6,7,Garmin,19.10069,-74.43735,1301.39,1301.39,32,07 June 2018 23.00 (UTC),racing,,2018-06-07 23:00:00
5022,6,7,Garmin,19.15906,-74.32128,1294.64,1294.64,35,08 June 2018 00.00 (UTC),racing,,2018-06-08 00:00:00
14073,5,6,Garmin,19.21893,-74.23169,1288.82,1288.82,38,08 June 2018 01.00 (UTC),racing,,2018-06-08 01:00:00
8926,4,5,Garmin,19.35418,-74.22263000000001,1281.92,1281.92,40,08 June 2018 02.00 (UTC),racing,,2018-06-08 02:00:00
2863,4,5,Garmin,19.48355,-74.20213000000001,1275.32,1275.32,43,08 June 2018 03.00 (UTC),racing,,2018-06-08 03:00:00
13365,4,5,Garmin,19.58865,-74.199,1270.98,1270.98,46,08 June 2018 04.00 (UTC),racing,,2018-06-08 04:00:00
6133,5,6,Garmin,19.67464,-74.21888,1269.08,1269.08,48,08 June 2018 05.00 (UTC),racing,,2018-06-08 05:00:00
1487,5,6,Garmin,19.78646,-74.23635999999999,1267.43,1267.43,53,08 June 2018 06.00 (UTC),racing,,2018-06-08 06:00:00
9902,4,5,Garmin,19.83176,-74.18498000000001,1263.96,1263.96,55,08 June 2018 07.00 (UTC),racing,,2018-06-08 07:00:00
15113,3,4,Garmin,19.81342,-74.06265,1257.59,1257.59,53,08 June 2018 08.00 (UTC),racing,,2018-06-08 08:00:00
3970,3,4,Garmin,19.77702,-73.93833000000001,1252.42,1252.42,49,08 June 2018 09.00 (UTC),racing,,2018-06-08 09:00:00
7340,3,4,Garmin,19.8803,-73.93509,1249.56,1249.56,48,08 June 2018 10.00 (UTC),racing,,2018-06-08 10:00:00
11736,4,5,Garmin,20.02843,-73.90807,1250.09,1250.09,51,08 June 2018 11.00 (UTC),racing,,2018-06-08 11:00:00
11575,4,5,Garmin,20.19098,-73.88528000000001,1231.87,1231.87,53,08 June 2018 12.00 (UTC),racing,,2018-06-08 12:00:00
214,4,5,Garmin,20.353720000000003,-73.87493,1225.07,1225.07,55,08 June 2018 13.00 (UTC),racing,,2018-06-08 13:00:00
14794,4,5,Garmin,20.53395,-73.87229,1218.64,1218.64,59,08 June 2018 14.00 (UTC),racing,,2018-06-08 14:00:00
4752,4,5,Garmin,20.71211,-73.86671,1213.08,1213.08,65,08 June 2018 15.00 (UTC),racing,,2018-06-08 15:00:00
3133,4,5,Garmin,20.88946,-73.8456,1207.85,1207.85,69,08 June 2018 16.00 (UTC),racing,,2018-06-08 16:00:00
8205,4,5,Garmin,21.065920000000002,-73.79942,1184.48,1184.48,77,08 June 2018 17.00 (UTC),racing,,2018-06-08 17:00:00
12667,4,5,Garmin,21.207179999999997,-73.75424,1178.77,1178.77,85,08 June 2018 18.00 (UTC),racing,,2018-06-08 18:00:00
14115,5,6,Garmin,25.29026,-73.35404,882.6,882.6,95,09 June 2018 18.00 (UTC),racing,,2018-06-09 18:00:00
4926,4,5,Garmin,25.45826,-73.35599,872.52,872.52,105,09 June 2018 19.00 (UTC),racing,,2018-06-09 19:00:00
8552,4,5,Garmin,25.610229999999998,-73.3506,863.41,863.41,104,09 June 2018 20.00 (UTC),racing,,2018-06-09 20:00:00
3323,4,5,Garmin,25.7623,-73.35898,854.28,854.28,101,09 June 2018 21.00 (UTC),racing,,2018-06-09 21:00:00
4331,5,6,Garmin,25.91329,-73.38547,845.21,845.21,100,09 June 2018 22.00 (UTC),racing,,2018-06-09 22:00:00
14660,4,5,Garmin,26.0857,-73.38606999999999,834.86,834.86,100,09 June 2018 23.00 (UTC),racing,,2018-06-09 23:00:00
3520,4,5,Garmin,26.25161,-73.38733,824.91,824.91,99,10 June 2018 00.00 (UTC),racing,,2018-06-10 00:00:00
7804,4,5,Garmin,26.411790000000003,-73.38673,815.3,815.3,98,10 June 2018 01.00 (UTC),racing,,2018-06-10 01:00:00
15359,4,5,Garmin,26.5712,-73.3862,805.74,805.74,97,10 June 2018 02.00 (UTC),racing,,2018-06-10 02:00:00
4146,4,5,Garmin,26.734409999999997,-73.36881,795.95,795.95,96,10 June 2018 03.00 (UTC),racing,,2018-06-10 03:00:00
10946,4,5,Garmin,26.897879999999997,-73.35151,786.16,786.16,96,10 June 2018 04.00 (UTC),racing,,2018-06-10 04:00:00
867,4,5,Garmin,27.05309,-73.33533,776.85,776.85,95,10 June 2018 05.00 (UTC),racing,,2018-06-10 05:00:00
6952,4,5,Garmin,27.21025,-73.30881,767.44,767.44,96,10 June 2018 06.00 (UTC),racing,,2018-06-10 06:00:00
12105,4,5,Garmin,27.344590000000004,-73.25225999999999,759.43,759.43,95,10 June 2018 07.00 (UTC),racing,,2018-06-10 07:00:00
8751,4,5,Garmin,27.477009999999996,-73.19731999999999,751.55,751.55,94,10 June 2018 08.00 (UTC),racing,,2018-06-10 08:00:00
2550,4,5,Garmin,27.610809999999997,-73.13752,743.59,743.59,92,10 June 2018 09.00 (UTC),racing,,2018-06-10 09:00:00
1110,4,5,Garmin,27.7269,-73.06693,736.74,736.74,90,10 June 2018 10.00 (UTC),racing,,2018-06-10 10:00:00
10175,4,5,Garmin,27.84177,-73.00073,729.96,729.96,88,10 June 2018 11.00 (UTC),racing,,2018-06-10 11:00:00
12873,4,5,Garmin,27.9592,-72.93066999999999,723.06,723.06,86,10 June 2018 12.00 (UTC),racing,,2018-06-10 12:00:00
6706,4,5,Garmin,28.07553,-72.87508000000001,716.2,716.2,84,10 June 2018 13.00 (UTC),racing,,2018-06-10 13:00:00
9531,4,5,Garmin,28.20135,-72.83408,708.76,708.76,82,10 June 2018 14.00 (UTC),racing,,2018-06-10 14:00:00
2311,4,5,Garmin,28.33936,-72.7819,700.62,700.62,82,10 June 2018 15.00 (UTC),racing,,2018-06-10 15:00:00
5323,4,5,Garmin,28.4583,-72.68646,693.76,693.76,81,10 June 2018 16.00 (UTC),racing,,2018-06-10 16:00:00
13725,4,5,Garmin,28.5745,-72.58949,687.12,687.12,81,10 June 2018 17.00 (UTC),racing,,2018-06-10 17:00:00
11272,4,5,Garmin,28.69455,-72.50255,680.24,680.24,81,10 June 2018 18.00 (UTC),racing,,2018-06-10 18:00:00
22,4,5,Garmin,28.80619,-72.40889,673.92,673.92,81,10 June 2018 19.00 (UTC),racing,,2018-06-10 19:00:00
13394,4,5,Garmin,28.919890000000002,-72.31031,667.55,667.55,81,10 June 2018 20.00 (UTC),racing,,2018-06-10 20:00:00
6099,4,5,Garmin,29.032009999999996,-72.21861,661.27,661.27,82,10 June 2018 21.00 (UTC),racing,,2018-06-10 21:00:00
1550,4,5,Garmin,29.126690000000004,-72.3095,655.19,655.19,77,10 June 2018 22.00 (UTC),racing,,2018-06-10 22:00:00
9849,4,5,Garmin,29.233859999999996,-72.39282,648.41,648.41,73,10 June 2018 23.00 (UTC),racing,,2018-06-10 23:00:00
87,4,5,Garmin,29.372429999999998,-72.43382,639.95,639.95,73,11 June 2018 00.00 (UTC),racing,,2018-06-11 00:00:00
11197,4,5,Garmin,29.52484,-72.4894,630.61,630.61,72,11 June 2018 01.00 (UTC),racing,,2018-06-11 01:00:00
11878,4,5,Garmin,29.67507,-72.54259,621.41,621.41,73,11 June 2018 02.00 (UTC),racing,,2018-06-11 02:00:00
7697,4,5,Garmin,29.82825,-72.61014,611.99,611.99,75,11 June 2018 03.00 (UTC),racing,,2018-06-11 03:00:00
8595,4,5,Garmin,29.97812,-72.68364,602.76,602.76,77,11 June 2018 04.00 (UTC),racing,,2018-06-11 04:00:00
3269,4,5,Garmin,30.128020000000003,-72.76493,593.52,593.52,81,11 June 2018 05.00 (UTC),racing,,2018-06-11 05:00:00
4394,4,5,Garmin,30.28606,-72.83001999999999,583.85,583.85,86,11 June 2018 06.00 (UTC),racing,,2018-06-11 06:00:00
14638,3,4,Garmin,30.47768,-72.89927,572.18,572.18,93,11 June 2018 07.00 (UTC),racing,,2018-06-11 07:00:00
10248,3,4,Garmin,30.67108,-72.95371,560.45,560.45,98,11 June 2018 08.00 (UTC),racing,,2018-06-11 08:00:00
1047,4,5,Garmin,30.86635,-72.96004,548.73,548.73,102,11 June 2018 09.00 (UTC),racing,,2018-06-11 09:00:00
2495,3,4,Garmin,31.07432,-72.95814,536.27,536.27,105,11 June 2018 10.00 (UTC),racing,,2018-06-11 10:00:00
8816,3,4,Garmin,31.286109999999997,-72.96095,523.58,523.58,108,11 June 2018 11.00 (UTC),racing,,2018-06-11 11:00:00
14414,3,4,Garmin,31.49235,-72.95625,511.23,511.23,111,11 June 2018 12.00 (UTC),racing,,2018-06-11 12:00:00
5144,3,4,Garmin,31.6938,-72.94877,499.18,499.18,113,11 June 2018 13.00 (UTC),racing,,2018-06-11 13:00:00
10005,3,4,Garmin,31.887629999999998,-72.94587,487.58,487.58,115,11 June 2018 14.00 (UTC),racing,,2018-06-11 14:00:00
1848,3,4,Garmin,32.080220000000004,-72.95522,476.02,476.02,117,11 June 2018 15.00 (UTC),racing,,2018-06-11 15:00:00
6026,3,4,Garmin,32.27458,-72.97804000000001,464.31,464.31,119,11 June 2018 16.00 (UTC),racing,,2018-06-11 16:00:00
13019,4,5,Garmin,32.4651,-72.98794000000001,452.87,452.87,119,11 June 2018 17.00 (UTC),racing,,2018-06-11 17:00:00
7751,3,4,Garmin,32.65748,-73.0276,441.23,441.23,119,11 June 2018 18.00 (UTC),racing,,2018-06-11 18:00:00
3564,4,5,Garmin,32.845620000000004,-73.04688,429.91,429.91,118,11 June 2018 19.00 (UTC),racing,,2018-06-11 19:00:00
13833,4,5,Garmin,33.025890000000004,-73.06152,419.07,419.07,117,11 June 2018 20.00 (UTC),racing,,2018-06-11 20:00:00
5731,4,5,Garmin,33.22187,-73.04933,407.36,407.36,116,11 June 2018 21.00 (UTC),racing,,2018-06-11 21:00:00
2111,4,5,Garmin,33.41255,-73.02346999999999,396.02,396.02,115,11 June 2018 22.00 (UTC),racing,,2018-06-11 22:00:00
9228,4,5,Garmin,33.600629999999995,-72.97829,384.9,384.9,114,11 June 2018 23.00 (UTC),racing,,2018-06-11 23:00:00
4743,4,5,Garmin,33.72857,-72.8916,377.56,377.56,110,12 June 2018 00.00 (UTC),racing,,2018-06-12 00:00:00
14785,3,4,Garmin,33.85739,-72.8542,370.01,370.01,106,12 June 2018 01.00 (UTC),racing,,2018-06-12 01:00:00
8213,3,4,Garmin,33.96046,-72.84331999999999,363.9,363.9,101,12 June 2018 02.00 (UTC),racing,,2018-06-12 02:00:00
3141,3,4,Garmin,34.08108,-72.85024,356.66,356.66,97,12 June 2018 03.00 (UTC),racing,,2018-06-12 03:00:00
11764,3,4,Garmin,34.21705,-72.8569,348.5,348.5,93,12 June 2018 04.00 (UTC),racing,,2018-06-12 04:00:00
7348,3,4,Garmin,34.326209999999996,-72.85148000000001,342.01,342.01,89,12 June 2018 05.00 (UTC),racing,,2018-06-12 05:00:00
184,4,5,Garmin,34.38446,-72.79258,338.81,338.81,82,12 June 2018 06.00 (UTC),racing,,2018-06-12 06:00:00
11567,5,6,Garmin,34.43418,-72.84045,335.61,335.61,73,12 June 2018 07.00 (UTC),racing,,2018-06-12 07:00:00
13914,3,4,Garmin,34.57858,-72.88492,326.78,326.78,70,12 June 2018 08.00 (UTC),racing,,2018-06-12 08:00:00
5637,3,4,Garmin,34.73516,-72.94805,317.14,317.14,68,12 June 2018 09.00 (UTC),racing,,2018-06-12 09:00:00
6140,3,4,Garmin,34.89867,-72.99401,307.18,307.18,70,12 June 2018 10.00 (UTC),racing,,2018-06-12 10:00:00
9893,4,5,Garmin,35.060970000000005,-73.03138,297.32,297.32,66,12 June 2018 11.00 (UTC),racing,,2018-06-12 11:00:00
13373,3,4,Garmin,35.060970000000005,-73.03138,297.32,297.32,72,12 June 2018 11.00 (UTC),racing,,2018-06-12 11:00:00
1478,5,6,Garmin,35.39028,-73.12033000000001,277.29,277.29,79,12 June 2018 13.00 (UTC),racing,,2018-06-12 13:00:00
14064,5,6,Garmin,35.57184,-73.1539,266.31,266.31,82,12 June 2018 14.00 (UTC),racing,,2018-06-12 14:00:00
5012,5,6,Garmin,35.7647,-73.19527,254.64,254.64,87,12 June 2018 15.00 (UTC),racing,,2018-06-12 15:00:00
2873,5,6,Garmin,35.97311,-73.21363000000001,242.1,242.1,97,12 June 2018 16.00 (UTC),racing,,2018-06-12 16:00:00
8936,5,6,Garmin,36.1928,-73.2356,228.88,228.88,107,12 June 2018 17.00 (UTC),racing,,2018-06-12 17:00:00
12386,3,4,Garmin,36.41675,-73.22869,215.49,215.49,111,12 June 2018 18.00 (UTC),racing,,2018-06-12 18:00:00
7147,2,3,Garmin,36.629129999999996,-73.22856,202.78,202.78,114,12 June 2018 19.00 (UTC),racing,,2018-06-12 19:00:00
10227,2,3,Garmin,36.81269,-73.23499,191.77,191.77,115,12 June 2018 20.00 (UTC),racing,,2018-06-12 20:00:00
1066,2,3,Garmin,36.976409999999994,-73.22654,182.01,182.01,115,12 June 2018 21.00 (UTC),racing,,2018-06-12 21:00:00
6725,2,3,Garmin,37.12707,-73.20982,173.07,173.07,104,12 June 2018 22.00 (UTC),racing,,2018-06-12 22:00:00
12839,2,3,Garmin,37.277570000000004,-73.18072,164.21,164.21,113,12 June 2018 23.00 (UTC),racing,,2018-06-12 23:00:00
7092,2,3,Garmin,37.41414,-73.13965,156.28,156.28,110,13 June 2018 00.00 (UTC),racing,,2018-06-13 00:00:00
12447,3,4,Garmin,37.53301,-73.08572,149.54,149.54,106,13 June 2018 01.00 (UTC),racing,,2018-06-13 01:00:00
10819,3,4,Garmin,37.64325,-73.02587,143.44,143.44,100,13 June 2018 02.00 (UTC),racing,,2018-06-13 02:00:00
511,4,5,Garmin,37.74858,-72.95931,137.79,137.79,94,13 June 2018 03.00 (UTC),racing,,2018-06-13 03:00:00
15040,4,5,Garmin,37.83273,-72.89739,133.46,133.46,86,13 June 2018 04.00 (UTC),racing,,2018-06-13 04:00:00
4045,4,5,Garmin,37.906259999999996,-72.84334,129.78,129.78,78,13 June 2018 05.00 (UTC),racing,,2018-06-13 05:00:00
3864,4,5,Garmin,37.986979999999996,-72.77778,125.92,125.92,73,13 June 2018 06.00 (UTC),racing,,2018-06-13 06:00:00
7899,4,5,Garmin,38.100429999999996,-72.75735999999999,119.68,119.68,71,13 June 2018 07.00 (UTC),racing,,2018-06-13 07:00:00
13300,4,5,Garmin,38.22842,-72.76451999999999,112.28,112.28,69,13 June 2018 08.00 (UTC),racing,,2018-06-13 08:00:00
6204,4,5,Garmin,38.350190000000005,-72.76853,105.31,105.31,67,13 June 2018 09.00 (UTC),racing,,2018-06-13 09:00:00
5691,4,5,Garmin,38.480059999999995,-72.75589000000001,98.23,98.23,66,13 June 2018 10.00 (UTC),racing,,2018-06-13 10:00:00
13853,4,5,Garmin,38.62869,-72.73572,90.38,90.38,67,13 June 2018 11.00 (UTC),racing,,2018-06-13 11:00:00
9184,4,5,Garmin,38.767520000000005,-72.71675,83.25,83.25,69,13 June 2018 12.00 (UTC),racing,,2018-06-13 12:00:00
2183,4,5,Garmin,38.89298,-72.79205,74.95,74.95,69,13 June 2018 13.00 (UTC),racing,,2018-06-13 13:00:00
12716,4,5,Garmin,39.0119,-72.93049,65.69,65.69,70,13 June 2018 14.00 (UTC),racing,,2018-06-13 14:00:00
6363,4,5,Garmin,39.163070000000005,-73.01585,55.79,55.79,75,13 June 2018 15.00 (UTC),racing,,2018-06-13 15:00:00
1020,8,9,Garmin,40.71085,-74.04321,2977.1,2977.1,0,15 June 2018 12.00 (UTC),,,2018-06-15 12:00:00
4387,8,9,Garmin,40.71085,-74.04321,2977.1,2977.1,0,15 June 2018 12.00 (UTC),,,2018-06-15 12:00:00
10294,8,9,Garmin,40.71085,-74.04321,2977.1,2977.1,0,15 June 2018 12.00 (UTC),,,2018-06-15 12:00:00
13001,8,9,Garmin,40.71085,-74.04321,2977.1,2977.1,0,15 June 2018 12.00 (UTC),,,2018-06-15 12:00:00
14699,10,11,Garmin,40.71079,-74.04326,2977.1,2977.1,0,24 June 2018 19.00 (UTC),,,2018-06-24 19:00:00
2667,9,10,Garmin,40.7108,-74.04323000000001,2977.1,2977.1,0,24 June 2018 20.00 (UTC),,,2018-06-24 20:00:00
9150,9,10,Garmin,40.710840000000005,-74.04321999999999,2977.1,2977.1,0,24 June 2018 21.00 (UTC),,,2018-06-24 21:00:00
14130,9,10,Garmin,40.710809999999995,-74.04328000000001,2977.1,2977.1,0,24 June 2018 22.00 (UTC),,,2018-06-24 22:00:00
4962,9,10,Garmin,40.71079,-74.04326999999999,2977.1,2977.1,0,24 June 2018 23.00 (UTC),,,2018-06-24 23:00:00
14503,9,10,Garmin,40.71078,-74.04326999999999,2977.1,2977.1,0,25 June 2018 00.00 (UTC),,,2018-06-25 00:00:00
4529,8,9,Garmin,40.71079,-74.04324,2977.1,2977.1,0,25 June 2018 01.00 (UTC),,,2018-06-25 01:00:00
3349,8,9,Garmin,40.7108,-74.04323000000001,2977.1,2977.1,0,25 June 2018 02.00 (UTC),,,2018-06-25 02:00:00
8524,9,10,Garmin,40.710840000000005,-74.04328000000001,2977.1,2977.1,0,25 June 2018 03.00 (UTC),,,2018-06-25 03:00:00
7557,9,10,Garmin,40.710809999999995,-74.04326,2977.1,2977.1,0,25 June 2018 04.00 (UTC),,,2018-06-25 04:00:00
12028,9,10,Garmin,40.71082,-74.04325,2977.1,2977.1,0,25 June 2018 05.00 (UTC),,,2018-06-25 05:00:00
11244,9,10,Garmin,40.71082,-74.04324,2977.1,2977.1,0,25 June 2018 06.00 (UTC),,,2018-06-25 06:00:00
49,9,10,Garmin,40.7108,-74.04325,2977.1,2977.1,0,25 June 2018 07.00 (UTC),,,2018-06-25 07:00:00
5370,9,10,Garmin,40.71082,-74.04324,2977.1,2977.1,0,25 June 2018 08.00 (UTC),,,2018-06-25 08:00:00
13666,9,10,Garmin,40.71082,-74.04328000000001,2977.1,2977.1,0,25 June 2018 09.00 (UTC),,,2018-06-25 09:00:00
13194,9,10,Garmin,40.71079,-74.04324,2977.1,2977.1,0,25 June 2018 10.00 (UTC),,,2018-06-25 10:00:00
5840,9,10,Garmin,40.7108,-74.04326999999999,2977.1,2977.1,0,25 June 2018 11.00 (UTC),,,2018-06-25 11:00:00
1832,9,10,Garmin,40.710809999999995,-74.04328000000001,2977.1,2977.1,0,25 June 2018 12.00 (UTC),,,2018-06-25 12:00:00
10032,9,10,Garmin,40.710809999999995,-74.04326,2977.1,2977.1,0,25 June 2018 13.00 (UTC),,,2018-06-25 13:00:00
5305,8,9,Garmin,40.72672,-74.01861,2976.67,2976.67,1,25 June 2018 14.00 (UTC),,,2018-06-25 14:00:00
14275,9,10,Garmin,40.609,-74.05094,2974.43,2974.43,6,25 June 2018 15.00 (UTC),,,2018-06-25 15:00:00
8723,9,10,Garmin,40.50627,-73.96857,2968.49,2968.49,12,25 June 2018 16.00 (UTC),,,2018-06-25 16:00:00
2589,10,11,Garmin,40.4642,-73.85035,2962.54,2962.54,17,25 June 2018 17.00 (UTC),,,2018-06-25 17:00:00
6979,9,10,Garmin,40.4364,-73.77157,2958.59,2958.59,20,25 June 2018 18.00 (UTC),,,2018-06-25 18:00:00
12061,9,10,Garmin,40.40064,-73.6737,2953.65,2953.65,25,25 June 2018 19.00 (UTC),,,2018-06-25 19:00:00
1451,10,11,Garmin,40.37771,-73.60749,2950.33,2950.33,28,25 June 2018 20.00 (UTC),,,2018-06-25 20:00:00
10382,10,11,Garmin,40.345279999999995,-73.5182,2945.84,2945.84,32,25 June 2018 21.00 (UTC),,,2018-06-25 21:00:00
12651,10,11,Garmin,40.3134,-73.42291,2941.1,2941.1,37,25 June 2018 22.00 (UTC),,,2018-06-25 22:00:00
6424,10,11,Garmin,40.28525,-73.34009,2936.98,2936.98,41,25 June 2018 23.00 (UTC),,,2018-06-25 23:00:00
11328,10,11,Garmin,40.262609999999995,-73.25384,2932.81,2932.81,44,26 June 2018 00.00 (UTC),,,2018-06-26 00:00:00
397,10,11,Garmin,40.23294,-73.17865,2929.05,2929.05,48,26 June 2018 01.00 (UTC),,,2018-06-26 01:00:00
7405,9,10,Garmin,40.212509999999995,-73.11844,2926.17,2926.17,47,26 June 2018 02.00 (UTC),,,2018-06-26 02:00:00
11729,8,9,Garmin,40.18383,-73.04389,2923.23,2923.23,45,26 June 2018 03.00 (UTC),,,2018-06-26 03:00:00
2969,5,6,Garmin,40.144490000000005,-73.00142,2920.55,2920.55,39,26 June 2018 04.00 (UTC),,,2018-06-26 04:00:00
8397,3,4,Garmin,40.12638,-72.98404000000001,2919.7,2919.7,35,26 June 2018 05.00 (UTC),,,2018-06-26 05:00:00
14868,4,5,Garmin,40.06028,-72.99972,2920.3,2920.3,33,26 June 2018 06.00 (UTC),,,2018-06-26 06:00:00
4639,9,10,Garmin,40.05689,-73.05419,2930.15,2930.15,27,26 June 2018 07.00 (UTC),,,2018-06-26 07:00:00
1218,5,6,Garmin,40.12846,-73.03182,2925.74,2925.74,21,26 June 2018 08.00 (UTC),,,2018-06-26 08:00:00
10583,5,6,Garmin,40.23135,-73.05755,2923.71,2923.71,13,26 June 2018 09.00 (UTC),,,2018-06-26 09:00:00
9095,8,9,Garmin,40.29053,-73.0645,2926.48,2926.48,8,26 June 2018 10.00 (UTC),,,2018-06-26 10:00:00
2708,7,8,Garmin,40.18244,-73.11975,2926.44,2926.44,4,26 June 2018 11.00 (UTC),,,2018-06-26 11:00:00
4910,10,11,Garmin,40.073409999999996,-73.09682,2929.97,2929.97,8,26 June 2018 12.00 (UTC),,,2018-06-26 12:00:00
14160,8,9,Garmin,40.13963,-73.09538,2926.74,2926.74,3,26 June 2018 13.00 (UTC),,,2018-06-26 13:00:00
1707,3,4,Garmin,40.196220000000004,-73.06811,2923.94,2923.94,4,26 June 2018 14.00 (UTC),,,2018-06-26 14:00:00
9637,4,5,Garmin,40.26551,-73.00332,2924.17,2924.17,8,26 June 2018 15.00 (UTC),,,2018-06-26 15:00:00
13337,8,9,Garmin,40.32932,-72.999,2927.99,2927.99,16,26 June 2018 16.00 (UTC),,,2018-06-26 16:00:00
6190,1,2,Garmin,40.30614,-72.96306,2919.65,2919.65,15,26 June 2018 17.00 (UTC),,,2018-06-26 17:00:00
3765,1,2,Garmin,40.17725,-72.96587,2919.04,2919.04,4,26 June 2018 18.00 (UTC),,,2018-06-26 18:00:00
7961,0,1,Garmin,40.17134,-72.89956,2915.98,2915.98,8,26 June 2018 19.00 (UTC),,,2018-06-26 19:00:00
5508,6,7,Garmin,40.15947,-72.71608,2907.54,2907.54,17,26 June 2018 20.00 (UTC),racing,,2018-06-26 20:00:00
13553,4,5,Garmin,40.140570000000004,-72.51765,2898.38,2898.38,27,26 June 2018 21.00 (UTC),racing,,2018-06-26 21:00:00
9488,3,4,Garmin,40.12847,-72.32101999999999,2889.34,2889.34,35,26 June 2018 22.00 (UTC),racing,,2018-06-26 22:00:00
2342,4,5,Garmin,40.13341,-72.1206,2880.19,2880.19,44,26 June 2018 23.00 (UTC),racing,,2018-06-26 23:00:00
8138,3,4,Garmin,40.12614,-71.91506,2870.76,2870.76,53,27 June 2018 00.00 (UTC),racing,,2018-06-27 00:00:00
3661,4,5,Garmin,40.11504,-71.70695,2861.19,2861.19,60,27 June 2018 01.00 (UTC),racing,,2018-06-27 01:00:00
3989,3,4,Garmin,40.09912,-71.49246,2851.3,2851.3,70,27 June 2018 02.00 (UTC),racing,,2018-06-27 02:00:00
15078,1,2,Garmin,40.084540000000004,-71.2756,2841.3,2841.3,78,27 June 2018 03.00 (UTC),racing,,2018-06-27 03:00:00
668,3,4,Garmin,40.06785,-71.06342,2831.51,2831.51,87,27 June 2018 04.00 (UTC),racing,,2018-06-27 04:00:00
10636,4,5,Garmin,40.04514,-70.84359,2821.34,2821.34,94,27 June 2018 05.00 (UTC),racing,,2018-06-27 05:00:00
12366,5,6,Garmin,40.02655,-70.62933000000001,2811.43,2811.43,96,27 June 2018 06.00 (UTC),racing,,2018-06-27 06:00:00
7193,6,7,Garmin,40.01293,-70.44776,2803.05,2803.05,95,27 June 2018 07.00 (UTC),racing,,2018-06-27 07:00:00
2915,6,7,Garmin,40.00595,-70.29398,2795.98,2795.98,93,27 June 2018 08.00 (UTC),racing,,2018-06-27 08:00:00
8905,5,6,Garmin,40.00055,-70.15616999999999,2789.64,2789.64,90,27 June 2018 09.00 (UTC),racing,,2018-06-27 09:00:00
10423,7,8,Garmin,39.99927,-70.00019,2782.1,2782.1,88,27 June 2018 10.00 (UTC),racing,,2018-06-27 10:00:00
1402,5,6,Garmin,40.04052,-69.82471,2773.74,2773.74,86,27 June 2018 11.00 (UTC),racing,,2018-06-27 11:00:00
6470,6,7,Garmin,40.07743,-69.64146,2765.17,2765.17,84,27 June 2018 12.00 (UTC),racing,,2018-06-27 12:00:00
12625,6,7,Garmin,40.118759999999995,-69.45181,2756.23,2756.23,83,27 June 2018 13.00 (UTC),racing,,2018-06-27 13:00:00
1991,5,6,Garmin,40.15591,-69.26948,2747.71,2747.71,82,27 June 2018 14.00 (UTC),racing,,2018-06-27 14:00:00
9404,7,8,Garmin,40.17759,-69.08545,2739.51,2739.51,81,27 June 2018 15.00 (UTC),racing,,2018-06-27 15:00:00
13885,7,8,Garmin,40.19376,-68.91815,2732.17,2732.17,79,27 June 2018 16.00 (UTC),racing,,2018-06-27 16:00:00
5650,7,8,Garmin,40.21297,-68.72010999999999,2723.48,2723.48,80,27 June 2018 17.00 (UTC),racing,,2018-06-27 17:00:00
281,7,8,Garmin,40.22507,-68.49826,2714.01,2714.01,83,27 June 2018 18.00 (UTC),racing,,2018-06-27 18:00:00
11515,7,8,Garmin,40.244009999999996,-68.28344,2704.68,2704.68,87,27 June 2018 19.00 (UTC),racing,,2018-06-27 19:00:00
