,index,position,team,lat,lon,dtf,dif,dist_mg,last_report,status,finish_time,datetime
6399,7,8,Garmin,19.38391,-105.65468,1572.71,1572.71,65,13 May 2018 03.00 (UTC),racing,,2018-05-13 03:00:00
9220,7,8,Garmin,19.29213,-105.5175,1563.2,1563.2,74,13 May 2018 04.00 (UTC),racing,,2018-05-13 04:00:00
2145,7,8,Garmin,19.21679,-105.37798000000001,1554.12,1554.12,80,13 May 2018 05.00 (UTC),racing,,2018-05-13 05:00:00
5743,7,8,Garmin,19.18165,-105.23962,1546.45,1546.45,82,13 May 2018 06.00 (UTC),racing,,2018-05-13 06:00:00
13803,7,8,Garmin,19.18165,-105.23962,1546.45,1546.45,82,13 May 2018 06.00 (UTC),racing,,2018-05-13 06:00:00
11336,7,8,Garmin,19.050279999999997,-105.05621000000001,1533.41,1533.41,88,13 May 2018 08.00 (UTC),racing,,2018-05-13 08:00:00
405,7,8,Garmin,18.92695,-105.0021,1526.76,1526.76,87,13 May 2018 09.00 (UTC),racing,,2018-05-13 09:00:00
3793,7,8,Garmin,18.79593,-104.94348000000001,1519.81,1519.81,88,13 May 2018 10.00 (UTC),racing,,2018-05-13 10:00:00
7990,7,8,Garmin,18.66593,-104.89634,1513.69,1513.69,86,13 May 2018 11.00 (UTC),racing,,2018-05-13 11:00:00
15010,7,8,Garmin,18.55239,-104.85361,1508.48,1508.48,85,13 May 2018 12.00 (UTC),racing,,2018-05-13 12:00:00
4078,7,8,Garmin,18.45717,-104.80991999999999,1503.89,1503.89,82,13 May 2018 13.00 (UTC),racing,,2018-05-13 13:00:00
10864,7,8,Garmin,18.370179999999998,-104.78505,1500.65,1500.65,78,13 May 2018 14.00 (UTC),racing,,2018-05-13 14:00:00
481,7,8,Garmin,18.32859,-104.73046,1496.88,1496.88,73,13 May 2018 15.00 (UTC),racing,,2018-05-13 15:00:00
7130,7,8,Garmin,18.31002,-104.63199,1491.22,1491.22,68,13 May 2018 16.00 (UTC),racing,,2018-05-13 16:00:00
12421,7,8,Garmin,18.29815,-104.52574,1485.31,1485.31,66,13 May 2018 17.00 (UTC),racing,,2018-05-13 17:00:00
9116,7,8,Garmin,18.31,-104.41378,1479.68,1479.68,57,13 May 2018 18.00 (UTC),racing,,2018-05-13 18:00:00
2729,6,7,Garmin,18.32509,-104.31625,1475.0,1475.0,60,13 May 2018 19.00 (UTC),racing,,2018-05-13 19:00:00
14631,6,7,Garmin,18.24468,-104.23052,1468.55,1468.55,60,13 May 2018 20.00 (UTC),racing,,2018-05-13 20:00:00
4429,6,7,Garmin,18.1586,-104.14026,1461.8,1461.8,59,13 May 2018 21.00 (UTC),racing,,2018-05-13 21:00:00
3282,6,7,Garmin,18.05857,-104.05898,1455.42,1455.42,60,13 May 2018 22.00 (UTC),racing,,2018-05-13 22:00:00
8565,6,7,Garmin,18.02233,-103.95985999999999,1449.38,1449.38,60,13 May 2018 23.00 (UTC),racing,,2018-05-13 23:00:00
437,6,7,Garmin,18.01838,-103.83228000000001,1442.4,1442.4,61,14 May 2018 00.00 (UTC),racing,,2018-05-14 00:00:00
11313,5,6,Garmin,18.01799,-103.70257,1435.51,1435.51,65,14 May 2018 01.00 (UTC),racing,,2018-05-14 01:00:00
11705,5,6,Garmin,18.01641,-103.56309,1428.37,1428.37,69,14 May 2018 02.00 (UTC),racing,,2018-05-14 02:00:00
7412,5,6,Garmin,18.0209,-103.40548000000001,1421.27,1421.27,72,14 May 2018 03.00 (UTC),racing,,2018-05-14 03:00:00
8378,5,6,Garmin,18.01021,-103.22985,1414.94,1414.94,75,14 May 2018 04.00 (UTC),racing,,2018-05-14 04:00:00
2991,5,6,Garmin,17.91581,-103.11565,1408.28,1408.28,77,14 May 2018 05.00 (UTC),racing,,2018-05-14 05:00:00
4668,5,6,Garmin,17.81843,-102.98658,1393.36,1393.36,81,14 May 2018 06.00 (UTC),racing,,2018-05-14 06:00:00
14859,5,6,Garmin,17.7188,-102.84846999999999,1383.69,1383.69,84,14 May 2018 07.00 (UTC),racing,,2018-05-14 07:00:00
10627,5,6,Garmin,17.64415,-102.71748000000001,1375.01,1375.01,86,14 May 2018 08.00 (UTC),racing,,2018-05-14 08:00:00
1208,5,6,Garmin,17.55797,-102.62737,1368.17,1368.17,87,14 May 2018 09.00 (UTC),racing,,2018-05-14 09:00:00
2685,5,6,Garmin,17.46485,-102.56806999999999,1362.76,1362.76,86,14 May 2018 10.00 (UTC),racing,,2018-05-14 10:00:00
9125,5,6,Garmin,17.38016,-102.54099000000001,1359.24,1359.24,83,14 May 2018 11.00 (UTC),racing,,2018-05-14 11:00:00
14179,5,6,Garmin,17.33174,-102.46975,1354.33,1354.33,81,14 May 2018 12.00 (UTC),racing,,2018-05-14 12:00:00
4895,5,6,Garmin,17.31113,-102.38193000000001,1349.24,1349.24,79,14 May 2018 13.00 (UTC),racing,,2018-05-14 13:00:00
9660,5,6,Garmin,17.307010000000002,-102.33135,1346.5,1346.5,74,14 May 2018 14.00 (UTC),racing,,2018-05-14 14:00:00
1699,5,6,Garmin,17.30023,-102.29626999999999,1344.5,1344.5,68,14 May 2018 15.00 (UTC),racing,,2018-05-14 15:00:00
6173,5,6,Garmin,17.26547,-102.24304000000001,1340.86,1340.86,63,14 May 2018 16.00 (UTC),racing,,2018-05-14 16:00:00
13345,5,6,Garmin,17.243679999999998,-102.17769,1336.91,1336.91,57,14 May 2018 17.00 (UTC),racing,,2018-05-14 17:00:00
7946,7,8,Garmin,17.2212,-102.12878,1333.8,1333.8,50,14 May 2018 18.00 (UTC),racing,,2018-05-14 18:00:00
3803,6,7,Garmin,17.19175,-102.07979,1330.51,1330.51,45,14 May 2018 19.00 (UTC),racing,,2018-05-14 19:00:00
13533,6,7,Garmin,17.15679,-101.99993,1325.48,1325.48,43,14 May 2018 20.00 (UTC),racing,,2018-05-14 20:00:00
5519,6,7,Garmin,17.10512,-101.8865,1318.27,1318.27,44,14 May 2018 21.00 (UTC),racing,,2018-05-14 21:00:00
2366,6,7,Garmin,17.02577,-101.7696,1310.19,1310.19,49,14 May 2018 22.00 (UTC),racing,,2018-05-14 22:00:00
9480,6,7,Garmin,16.9301,-101.65444000000001,1301.8,1301.8,52,14 May 2018 23.00 (UTC),racing,,2018-05-14 23:00:00
3630,6,7,Garmin,16.82627,-101.55734,1294.14,1294.14,55,15 May 2018 00.00 (UTC),racing,,2018-05-15 00:00:00
8152,6,7,Garmin,16.72004,-101.4858,1287.77,1287.77,59,15 May 2018 01.00 (UTC),racing,,2018-05-15 01:00:00
15094,6,7,Garmin,16.69185,-101.38571999999999,1281.83,1281.83,63,15 May 2018 02.00 (UTC),racing,,2018-05-15 02:00:00
3981,6,7,Garmin,16.69736,-101.26113000000001,1275.45,1275.45,65,15 May 2018 03.00 (UTC),racing,,2018-05-15 03:00:00
10649,6,7,Garmin,16.70239,-101.12278,1268.35,1268.35,68,15 May 2018 04.00 (UTC),racing,,2018-05-15 04:00:00
660,6,7,Garmin,16.72268,-100.97416,1261.11,1261.11,72,15 May 2018 05.00 (UTC),racing,,2018-05-15 05:00:00
7182,6,7,Garmin,16.72296,-100.84048,1254.15,1254.15,76,15 May 2018 06.00 (UTC),racing,,2018-05-15 06:00:00
12378,6,7,Garmin,16.71712,-100.72266,1247.88,1247.88,77,15 May 2018 07.00 (UTC),racing,,2018-05-15 07:00:00
8873,6,7,Garmin,16.61412,-100.65773,1241.87,1241.87,76,15 May 2018 08.00 (UTC),racing,,2018-05-15 08:00:00
2926,6,7,Garmin,16.51452,-100.59184,1235.91,1235.91,74,15 May 2018 09.00 (UTC),racing,,2018-05-15 09:00:00
1414,6,7,Garmin,16.404420000000002,-100.52895,1229.85,1229.85,71,15 May 2018 10.00 (UTC),racing,,2018-05-15 10:00:00
10389,6,7,Garmin,16.43146,-100.39061,1223.31,1223.31,71,15 May 2018 11.00 (UTC),racing,,2018-05-15 11:00:00
12614,6,7,Garmin,16.44432,-100.25648000000001,1216.65,1216.65,72,15 May 2018 12.00 (UTC),racing,,2018-05-15 12:00:00
6481,6,7,Garmin,16.4494,-100.12267,1209.82,1209.82,74,15 May 2018 13.00 (UTC),racing,,2018-05-15 13:00:00
9392,6,7,Garmin,16.47596,-100.00487,1204.4,1204.4,73,15 May 2018 14.00 (UTC),racing,,2018-05-15 14:00:00
2003,6,7,Garmin,16.4512,-99.92942,1199.84,1199.84,70,15 May 2018 15.00 (UTC),racing,,2018-05-15 15:00:00
5660,6,7,Garmin,16.37596,-99.87689,1195.16,1195.16,66,15 May 2018 16.00 (UTC),racing,,2018-05-15 16:00:00
13873,6,7,Garmin,16.3276,-99.80949,1190.41,1190.41,63,15 May 2018 17.00 (UTC),racing,,2018-05-15 17:00:00
11524,5,6,Garmin,16.27954,-99.72277,1184.66,1184.66,63,15 May 2018 18.00 (UTC),racing,,2018-05-15 18:00:00
247,6,7,Garmin,16.221220000000002,-99.61915,1177.76,1177.76,64,15 May 2018 19.00 (UTC),racing,,2018-05-15 19:00:00
13169,6,7,Garmin,16.14116,-99.5151,1170.28,1170.28,65,15 May 2018 20.00 (UTC),racing,,2018-05-15 20:00:00
5869,6,7,Garmin,16.082829999999998,-99.42009,1163.83,1163.83,66,15 May 2018 21.00 (UTC),racing,,2018-05-15 21:00:00
1787,6,7,Garmin,16.02262,-99.3341,1157.8,1157.8,65,15 May 2018 22.00 (UTC),racing,,2018-05-15 22:00:00
10082,6,7,Garmin,15.95297,-99.25344,1151.8,1151.8,64,15 May 2018 23.00 (UTC),racing,,2018-05-15 23:00:00
6783,6,7,Garmin,15.89221,-99.18158000000001,1146.49,1146.49,63,16 May 2018 00.00 (UTC),racing,,2018-05-16 00:00:00
12278,6,7,Garmin,15.84041,-99.12016,1141.96,1141.96,63,16 May 2018 01.00 (UTC),racing,,2018-05-16 01:00:00
11030,6,7,Garmin,15.80034,-99.06948,1138.29,1138.29,63,16 May 2018 02.00 (UTC),racing,,2018-05-16 02:00:00
787,6,7,Garmin,15.78761,-99.05225,1137.06,1137.06,59,16 May 2018 03.00 (UTC),racing,,2018-05-16 03:00:00
15198,6,7,Garmin,15.781820000000002,-99.04223,1136.39,1136.39,55,16 May 2018 04.00 (UTC),racing,,2018-05-16 04:00:00
4310,6,7,Garmin,15.76905,-99.01760999999999,1134.78,1134.78,50,16 May 2018 05.00 (UTC),racing,,2018-05-16 05:00:00
3544,6,7,Garmin,15.753820000000001,-99.00461,1133.71,1133.71,45,16 May 2018 06.00 (UTC),racing,,2018-05-16 06:00:00
7784,4,5,Garmin,15.72967,-99.00123,1132.91,1132.91,38,16 May 2018 07.00 (UTC),racing,,2018-05-16 07:00:00
13040,4,5,Garmin,15.73993,-98.96127,1131.09,1131.09,33,16 May 2018 08.00 (UTC),racing,,2018-05-16 08:00:00
6007,4,5,Garmin,15.74107,-98.89013,1127.41,1127.41,30,16 May 2018 09.00 (UTC),racing,,2018-05-16 09:00:00
5561,4,5,Garmin,15.72795,-98.81018,1122.9,1122.9,28,16 May 2018 10.00 (UTC),racing,,2018-05-16 10:00:00
13489,4,5,Garmin,15.712660000000001,-98.71919,1117.76,1117.76,28,16 May 2018 11.00 (UTC),racing,,2018-05-16 11:00:00
9511,4,5,Garmin,15.69539,-98.62425,1112.37,1112.37,29,16 May 2018 12.00 (UTC),racing,,2018-05-16 12:00:00
2333,4,5,Garmin,15.66639,-98.50928,1105.63,1105.63,33,16 May 2018 13.00 (UTC),racing,,2018-05-16 13:00:00
12988,4,5,Garmin,15.632639999999999,-98.38404,1098.24,1098.24,39,16 May 2018 14.00 (UTC),racing,,2018-05-16 14:00:00
6571,4,5,Garmin,15.603879999999998,-98.29015,1092.61,1092.61,44,16 May 2018 15.00 (UTC),racing,,2018-05-16 15:00:00
1027,4,5,Garmin,15.583420000000002,-98.24663000000001,1089.81,1089.81,45,16 May 2018 16.00 (UTC),racing,,2018-05-16 16:00:00
10270,4,5,Garmin,15.56246,-98.21279,1087.5,1087.5,47,16 May 2018 17.00 (UTC),racing,,2018-05-16 17:00:00
14704,4,5,Garmin,15.54016,-98.19606999999999,1086.04,1086.04,47,16 May 2018 18.00 (UTC),racing,,2018-05-16 18:00:00
4341,4,5,Garmin,15.53926,-98.18285999999999,1085.33,1085.33,46,16 May 2018 19.00 (UTC),racing,,2018-05-16 19:00:00
9156,4,5,Garmin,15.532110000000001,-98.15930999999999,1083.92,1083.92,44,16 May 2018 20.00 (UTC),racing,,2018-05-16 20:00:00
2643,5,6,Garmin,15.528260000000001,-98.08355,1079.88,1079.88,43,16 May 2018 21.00 (UTC),racing,,2018-05-16 21:00:00
4949,5,6,Garmin,15.538020000000001,-97.96036,1073.75,1073.75,45,16 May 2018 22.00 (UTC),racing,,2018-05-16 22:00:00
14148,5,6,Garmin,15.554429999999998,-97.83487,1067.69,1067.69,46,16 May 2018 23.00 (UTC),racing,,2018-05-16 23:00:00
4569,5,6,Garmin,15.608939999999999,-97.71117,1062.78,1062.78,46,17 May 2018 00.00 (UTC),racing,,2018-05-17 00:00:00
14479,4,5,Garmin,15.614720000000002,-97.61796,1058.14,1058.14,38,17 May 2018 01.00 (UTC),racing,,2018-05-17 01:00:00
8500,4,5,Garmin,15.64267,-97.55741,1055.79,1055.79,39,17 May 2018 02.00 (UTC),racing,,2018-05-17 02:00:00
3367,4,5,Garmin,15.659239999999999,-97.50287,1053.45,1053.45,41,17 May 2018 03.00 (UTC),racing,,2018-05-17 03:00:00
12004,4,5,Garmin,15.650620000000002,-97.49282,1052.69,1052.69,41,17 May 2018 04.00 (UTC),racing,,2018-05-17 04:00:00
7574,4,5,Garmin,15.6067,-97.39277,1046.35,1046.35,45,17 May 2018 05.00 (UTC),racing,,2018-05-17 05:00:00
66,4,5,Garmin,15.549779999999998,-97.28522,1039.26,1039.26,50,17 May 2018 06.00 (UTC),racing,,2018-05-17 06:00:00
11219,4,5,Garmin,15.521429999999999,-97.24481999999999,1036.4,1036.4,48,17 May 2018 07.00 (UTC),racing,,2018-05-17 07:00:00
13705,4,5,Garmin,15.504979999999998,-97.20225,1033.76,1033.76,43,17 May 2018 08.00 (UTC),racing,,2018-05-17 08:00:00
5345,4,5,Garmin,15.48666,-97.15512,1030.84,1030.84,39,17 May 2018 09.00 (UTC),racing,,2018-05-17 09:00:00
5815,4,5,Garmin,15.481520000000002,-97.12120999999999,1028.96,1028.96,34,17 May 2018 10.00 (UTC),racing,,2018-05-17 10:00:00
13230,2,3,Garmin,15.477479999999998,-97.10252,1027.89,1027.89,30,17 May 2018 11.00 (UTC),racing,,2018-05-17 11:00:00
10047,2,3,Garmin,15.469289999999999,-97.09195,1027.12,1027.12,28,17 May 2018 12.00 (UTC),racing,,2018-05-17 12:00:00
1805,2,3,Garmin,15.4714,-97.07524000000001,1026.32,1026.32,27,17 May 2018 13.00 (UTC),racing,,2018-05-17 13:00:00
14290,2,3,Garmin,15.46105,-97.0553,1025.01,1025.01,27,17 May 2018 14.00 (UTC),racing,,2018-05-17 14:00:00
5279,2,3,Garmin,15.451570000000002,-97.05462,1024.71,1024.71,21,17 May 2018 15.00 (UTC),racing,,2018-05-17 15:00:00
15228,3,4,Garmin,9.36886,-79.94999,0.0,0.0,0,03 June 2018 12.00 (UTC),,,2018-06-03 12:00:00
4296,3,4,Garmin,9.36886,-79.94999,0.0,0.0,0,03 June 2018 13.00 (UTC),,,2018-06-03 13:00:00
11016,3,4,Garmin,9.43918,-79.87771,0.0,0.0,6,03 June 2018 14.00 (UTC),,,2018-06-03 14:00:00
806,3,4,Garmin,9.55131,-79.79755,0.0,0.0,14,03 June 2018 15.00 (UTC),,,2018-06-03 15:00:00
6758,3,4,Garmin,9.66455,-79.72799,0.0,0.0,22,03 June 2018 16.00 (UTC),,,2018-06-03 16:00:00
12286,3,4,Garmin,9.77773,-79.65274000000001,0.0,0.0,30,03 June 2018 17.00 (UTC),,,2018-06-03 17:00:00
8826,3,4,Garmin,9.8918,-79.57861,0.0,0.0,38,03 June 2018 18.00 (UTC),,,2018-06-03 18:00:00
2473,3,4,Garmin,9.99596,-79.50875,0.0,0.0,45,03 June 2018 19.00 (UTC),,,2018-06-03 19:00:00
14878,3,4,Garmin,10.06242,-79.45241999999999,0.0,0.0,50,03 June 2018 20.00 (UTC),,,2018-06-03 20:00:00
4644,3,4,Garmin,10.07656,-79.4558,0.0,0.0,51,03 June 2018 21.00 (UTC),,,2018-06-03 21:00:00
2978,3,4,Garmin,10.1708,-79.48244,0.0,0.0,55,03 June 2018 22.00 (UTC),,,2018-06-03 22:00:00
8407,2,3,Garmin,10.28731,-79.52428,1921.53,1921.53,60,03 June 2018 23.00 (UTC),racing,,2018-06-03 23:00:00
101,7,8,Garmin,10.34811,-79.47136,1918.72,1918.72,59,04 June 2018 00.00 (UTC),racing,,2018-06-04 00:00:00
11211,7,8,Garmin,10.37146,-79.36868,1919.75,1919.75,55,04 June 2018 01.00 (UTC),racing,,2018-06-04 01:00:00
11863,0,1,Garmin,10.39696,-79.26727,1901.0,1901.0,51,04 June 2018 02.00 (UTC),racing,,2018-06-04 02:00:00
7682,0,1,Garmin,10.45689,-79.23496999999999,1896.96,1896.96,47,04 June 2018 03.00 (UTC),racing,,2018-06-04 03:00:00
8580,0,1,Garmin,10.57195,-79.24969,1890.97,1890.97,45,04 June 2018 04.00 (UTC),racing,,2018-06-04 04:00:00
3254,0,1,Garmin,10.68201,-79.26708,1885.86,1885.86,43,04 June 2018 05.00 (UTC),racing,,2018-06-04 05:00:00
4401,0,1,Garmin,10.810319999999999,-79.2938,1881.42,1881.42,45,04 June 2018 06.00 (UTC),racing,,2018-06-04 06:00:00
14645,0,1,Garmin,10.94794,-79.32389,1879.57,1879.57,52,04 June 2018 07.00 (UTC),racing,,2018-06-04 07:00:00
10261,6,7,Garmin,11.08735,-79.32656,1879.93,1879.93,55,04 June 2018 08.00 (UTC),racing,,2018-06-04 08:00:00
1060,7,8,Garmin,11.23742,-79.32059,1857.9,1857.9,58,04 June 2018 09.00 (UTC),racing,,2018-06-04 09:00:00
2488,7,8,Garmin,11.37993,-79.30228000000001,1849.96,1849.96,62,04 June 2018 10.00 (UTC),racing,,2018-06-04 10:00:00
8808,6,7,Garmin,11.50658,-79.28635,1842.94,1842.94,68,04 June 2018 11.00 (UTC),racing,,2018-06-04 11:00:00
14428,7,8,Garmin,11.64264,-79.2895,1836.04,1836.04,74,04 June 2018 12.00 (UTC),racing,,2018-06-04 12:00:00
5158,7,8,Garmin,11.77561,-79.26061,1828.35,1828.35,79,04 June 2018 13.00 (UTC),racing,,2018-06-04 13:00:00
10018,6,7,Garmin,11.90651,-79.23516,1820.89,1820.89,80,04 June 2018 14.00 (UTC),racing,,2018-06-04 14:00:00
1859,4,5,Garmin,12.04959,-79.21426,1812.98,1812.98,82,04 June 2018 15.00 (UTC),racing,,2018-06-04 15:00:00
6016,4,5,Garmin,12.18742,-79.18774,1805.18,1805.18,82,04 June 2018 16.00 (UTC),racing,,2018-06-04 16:00:00
13008,4,5,Garmin,12.32541,-79.15946,1797.35,1797.35,83,04 June 2018 17.00 (UTC),racing,,2018-06-04 17:00:00
7739,2,3,Garmin,12.45605,-79.12037,1789.55,1789.55,83,04 June 2018 18.00 (UTC),racing,,2018-06-04 18:00:00
3550,1,2,Garmin,12.58438,-79.07924,1781.82,1781.82,82,04 June 2018 19.00 (UTC),racing,,2018-06-04 19:00:00
13819,1,2,Garmin,12.71574,-79.05584,1774.55,1774.55,81,04 June 2018 20.00 (UTC),racing,,2018-06-04 20:00:00
5716,0,1,Garmin,12.85086,-79.02871999999999,1766.99,1766.99,82,04 June 2018 21.00 (UTC),racing,,2018-06-04 21:00:00
2116,0,1,Garmin,12.9872,-78.99624,1759.22,1759.22,82,04 June 2018 22.00 (UTC),racing,,2018-06-04 22:00:00
9233,0,1,Garmin,13.12079,-78.95705,1751.39,1751.39,82,04 June 2018 23.00 (UTC),racing,,2018-06-04 23:00:00
3505,0,1,Garmin,13.25252,-78.91457,1743.55,1743.55,82,05 June 2018 00.00 (UTC),racing,,2018-06-05 00:00:00
7789,0,1,Garmin,13.37459,-78.88333,1736.6,1736.6,81,05 June 2018 01.00 (UTC),racing,,2018-06-05 01:00:00
15366,0,1,Garmin,13.498129999999998,-78.85364,1729.66,1729.66,81,05 June 2018 02.00 (UTC),racing,,2018-06-05 02:00:00
4153,0,1,Garmin,13.63595,-78.82806,1722.22,1722.22,80,05 June 2018 03.00 (UTC),racing,,2018-06-05 03:00:00
10953,0,1,Garmin,13.76405,-78.79899,1715.16,1715.16,80,05 June 2018 04.00 (UTC),racing,,2018-06-05 04:00:00
874,0,1,Garmin,13.905429999999999,-78.7786,1707.84,1707.84,81,05 June 2018 05.00 (UTC),racing,,2018-06-05 05:00:00
6937,0,1,Garmin,14.03878,-78.76171,1701.1,1701.1,81,05 June 2018 06.00 (UTC),racing,,2018-06-05 06:00:00
12090,0,1,Garmin,14.17641,-78.7407,1694.06,1694.06,81,05 June 2018 07.00 (UTC),racing,,2018-06-05 07:00:00
8736,0,1,Garmin,14.319410000000001,-78.71761,1686.78,1686.78,81,05 June 2018 08.00 (UTC),racing,,2018-06-05 08:00:00
2536,1,2,Garmin,14.45089,-78.68432,1679.68,1679.68,81,05 June 2018 09.00 (UTC),racing,,2018-06-05 09:00:00
1118,1,2,Garmin,14.58026,-78.64546,1672.5,1672.5,81,05 June 2018 10.00 (UTC),racing,,2018-06-05 10:00:00
10183,1,2,Garmin,14.732729999999998,-78.61016,1664.54,1664.54,83,05 June 2018 11.00 (UTC),racing,,2018-06-05 11:00:00
12859,1,2,Garmin,14.867020000000002,-78.57361,1657.38,1657.38,83,05 June 2018 12.00 (UTC),racing,,2018-06-05 12:00:00
6691,0,1,Garmin,15.00385,-78.52508,1649.68,1649.68,83,05 June 2018 13.00 (UTC),racing,,2018-06-05 13:00:00
9516,0,1,Garmin,15.13226,-78.46413000000001,1641.86,1641.86,84,05 June 2018 14.00 (UTC),racing,,2018-06-05 14:00:00
2296,0,1,Garmin,15.260489999999999,-78.40538000000001,1634.18,1634.18,84,05 June 2018 15.00 (UTC),racing,,2018-06-05 15:00:00
5330,0,1,Garmin,15.3768,-78.34383000000001,1626.91,1626.91,83,05 June 2018 16.00 (UTC),racing,,2018-06-05 16:00:00
13732,0,1,Garmin,15.491370000000002,-78.27376,1619.37,1619.37,83,05 June 2018 17.00 (UTC),racing,,2018-06-05 17:00:00
11279,0,1,Garmin,15.599789999999999,-78.20655,1612.22,1612.22,82,05 June 2018 18.00 (UTC),racing,,2018-06-05 18:00:00
29,0,1,Garmin,15.700779999999998,-78.13663000000001,1605.26,1605.26,81,05 June 2018 19.00 (UTC),racing,,2018-06-05 19:00:00
13401,0,1,Garmin,15.7915,-78.05767,1598.3,1598.3,80,05 June 2018 20.00 (UTC),racing,,2018-06-05 20:00:00
6106,0,1,Garmin,15.89231,-77.98567,1591.3,1591.3,78,05 June 2018 21.00 (UTC),racing,,2018-06-05 21:00:00
1535,0,1,Garmin,16.004920000000002,-77.91981,1584.18,1584.18,78,05 June 2018 22.00 (UTC),racing,,2018-06-05 22:00:00
9834,0,1,Garmin,16.11409,-77.85321,1577.21,1577.21,77,05 June 2018 23.00 (UTC),racing,,2018-06-05 23:00:00
7101,0,1,Garmin,16.21452,-77.79559,1571.02,1571.02,75,06 June 2018 00.00 (UTC),racing,,2018-06-06 00:00:00
12455,0,1,Garmin,16.3209,-77.73559,1564.57,1564.57,74,06 June 2018 01.00 (UTC),racing,,2018-06-06 01:00:00
498,2,3,Garmin,16.41881,-77.67667,1558.51,1558.51,65,06 June 2018 02.00 (UTC),racing,,2018-06-06 02:00:00
10806,1,2,Garmin,16.41881,-77.67667,1558.51,1558.51,73,06 June 2018 02.00 (UTC),racing,,2018-06-06 02:00:00
15026,1,2,Garmin,16.63298,-77.55128,1545.68,1545.68,72,06 June 2018 04.00 (UTC),racing,,2018-06-06 04:00:00
4030,0,1,Garmin,16.74899,-77.48971,1539.21,1539.21,73,06 June 2018 05.00 (UTC),racing,,2018-06-06 05:00:00
3871,0,1,Garmin,16.85602,-77.41887,1532.64,1532.64,73,06 June 2018 06.00 (UTC),racing,,2018-06-06 06:00:00
7906,0,1,Garmin,16.971429999999998,-77.3403,1525.59,1525.59,74,06 June 2018 07.00 (UTC),racing,,2018-06-06 07:00:00
13307,0,1,Garmin,17.0929,-77.26201,1518.56,1518.56,75,06 June 2018 08.00 (UTC),racing,,2018-06-06 08:00:00
6211,0,1,Garmin,17.21131,-77.17983000000001,1511.61,1511.61,76,06 June 2018 09.00 (UTC),racing,,2018-06-06 09:00:00
5676,0,1,Garmin,17.33632,-77.09772,1504.78,1504.78,78,06 June 2018 10.00 (UTC),racing,,2018-06-06 10:00:00
13838,0,1,Garmin,17.31844,-77.00935,1500.28,1500.28,72,06 June 2018 11.00 (UTC),racing,,2018-06-06 11:00:00
9193,2,3,Garmin,17.2344,-76.91141999999999,1496.75,1496.75,65,06 June 2018 12.00 (UTC),racing,,2018-06-06 12:00:00
2194,4,5,Garmin,17.15803,-76.81499000000001,1493.56,1493.56,52,06 June 2018 13.00 (UTC),racing,,2018-06-06 13:00:00
12726,3,4,Garmin,17.08138,-76.7082,1490.3,1490.3,55,06 June 2018 14.00 (UTC),racing,,2018-06-06 14:00:00
6373,3,4,Garmin,16.993579999999998,-76.59962,1487.88,1487.88,53,06 June 2018 15.00 (UTC),racing,,2018-06-06 15:00:00
1249,3,4,Garmin,16.913120000000003,-76.49373,1485.97,1485.97,53,06 June 2018 16.00 (UTC),racing,,2018-06-06 16:00:00
10553,4,5,Garmin,16.82706,-76.38391,1484.8,1484.8,55,06 June 2018 17.00 (UTC),racing,,2018-06-06 17:00:00
14838,6,7,Garmin,16.752589999999998,-76.27028,1483.71,1483.71,60,06 June 2018 18.00 (UTC),racing,,2018-06-06 18:00:00
4691,7,8,Garmin,16.74612,-76.1886,1481.1,1481.1,63,06 June 2018 19.00 (UTC),racing,,2018-06-06 19:00:00
8764,6,7,Garmin,16.876089999999998,-76.14173000000001,1473.3,1473.3,61,06 June 2018 20.00 (UTC),racing,,2018-06-06 20:00:00
2530,6,7,Garmin,16.99775,-76.08792,1465.72,1465.72,56,06 June 2018 21.00 (UTC),racing,,2018-06-06 21:00:00
5136,6,7,Garmin,17.11885,-76.03458,1458.28,1458.28,50,06 June 2018 22.00 (UTC),racing,,2018-06-06 22:00:00
14447,4,5,Garmin,17.24929,-75.99045,1450.97,1450.97,47,06 June 2018 23.00 (UTC),racing,,2018-06-06 23:00:00
4732,4,5,Garmin,17.31025,-75.91351,1445.25,1445.25,47,07 June 2018 00.00 (UTC),racing,,2018-06-07 00:00:00
14776,5,6,Garmin,17.313760000000002,-75.82146,1441.4,1441.4,48,07 June 2018 01.00 (UTC),racing,,2018-06-07 01:00:00
8223,5,6,Garmin,17.41849,-75.74856,1433.96,1433.96,52,07 June 2018 02.00 (UTC),racing,,2018-06-07 02:00:00
3151,5,6,Garmin,17.53221,-75.66723,1425.85,1425.85,58,07 June 2018 03.00 (UTC),racing,,2018-06-07 03:00:00
11774,5,6,Garmin,17.66222,-75.58071,1417.06,1417.06,67,07 June 2018 04.00 (UTC),racing,,2018-06-07 04:00:00
7358,5,6,Garmin,17.79887,-75.49429,1408.96,1408.96,74,07 June 2018 05.00 (UTC),racing,,2018-06-07 05:00:00
173,4,5,Garmin,17.94432,-75.41171999999999,1393.34,1393.34,76,07 June 2018 06.00 (UTC),racing,,2018-06-07 06:00:00
11555,4,5,Garmin,18.08468,-75.33301,1384.15,1384.15,78,07 June 2018 07.00 (UTC),racing,,2018-06-07 07:00:00
13904,4,5,Garmin,18.226210000000002,-75.2504,1375.41,1375.41,80,07 June 2018 08.00 (UTC),racing,,2018-06-07 08:00:00
